;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
416;Departamento;Ate;4;3;4;192;5000.0;2200.0;562.0
417;Local comercial;Pachacámac;0;18;0;1141;79855.0;22302.0;2977.0
418;Departamento;San Borja;1;0;0;43;1600.0;452.0;242.0
419;Departamento;Ate;2;1;1;70;2200.0;780.0;
420;Departamento;Rímac;3;1;1;73;1200.0;520.0;
421;Departamento;San Borja;3;0;0;120;3000.0;1420.0;
422;Local comercial;San Miguel;0;0;0;29;800.0;1100.0;
423;Casa en condominio;Villa El Salvador;5;4;5;300;5000.0;1500.0;250.0
424;Local comercial;Chorrillos;0;11;0;705;68000.0;26715.0;4579.0
425;Departamento;La Punta;2;1;0;64;800.0;248.0;14.0
426;Departamento;San Borja;1;0;0;45;2800.0;450.0;30.0
427;Local comercial;Lince;0;1;0;21;500.0;570.0;
428;Departamento;Punta Hermosa;2;0;0;110;2500.0;968.0;167.0
429;Almacén;Punta Negra;0;20;0;1100;16000.0;;2435.0
430;Departamento;Comas;4;3;3;433;37000.0;9800.0;
431;Departamento;Villa El Salvador;2;0;0;85;2700.0;800.0;1150.0
432;Departamento;San Bartolo;3;1;1;175;8000.0;1380.0;
433;Casa;Santa Rosa;2;0;0;70;1100.0;;
434;Local comercial;Ate;0;1;0;75;2500.0;1250.0;681.0
435;Departamento;Lince;2;1;0;68;1100.0;540.0;
436;Departamento;Breña;2;1;0;64;2500.0;520.0;
437;Local comercial;Pachacámac;0;0;0;90;2800.0;1640.0;270.0
438;Departamento;San Borja;1;0;1;37;2500.0;447.0;20.0
439;Departamento;San Borja;4;2;2;240;10000.0;2000.0;700.0
440;Casa en condominio;Ate;4;3;2;188;6000.0;1022.0;
441;Departamento;Ate;3;2;2;137;12500.0;1850.0;271.0
442;Departamento;Ate;14;2;2;212;5000.0;1200.0;650.0
443;Departamento;El Agustino;2;1;0;65;1100.0;255.0;
444;Departamento;Ate;2;2;1;105;3000.0;1500.0;
445;Local comercial;Pachacámac;0;0;0;240;21000.0;3500.0;
446;Tienda/Salón;La Punta;0;0;0;330;6000.0;;17285.0
447;Departamento;Ventanilla;2;1;0;70;1100.0;550.0;
448;Departamento;Punta Hermosa;4;3;4;600;23000.0;16864.0;3910.0
449;Departamento;La Perla;3;1;1;108;5000.0;1769.0;226.0
450;Departamento;Jesús María;2;1;2;85;2300.0;1350.0;125.0
451;Departamento;Lurín;1;0;0;45;1600.0;500.0;55.0
452;Local comercial;Ate;0;1;0;32;800.0;870.0;
453;Habitación;San Borja;1;0;0;15;1100.0;600.0;
454;Local comercial;Pachacámac;0;0;0;101;2000.0;4700.0;
455;Local comercial;Ate;0;1;0;28;1600.0;912.0;
456;Departamento;Ate;3;2;3;160;7000.0;1087.0;455.0
457;Local comercial;Pachacámac;0;0;0;150;4000.0;2000.0;
458;Local comercial;Chorrillos;0;0;0;457;50000.0;17600.0;23500.0
459;Casa de villa;Comas;2;1;0;48;750.0;;
460;Departamento;Pueblo Libre;3;2;1;130;5000.0;1000.0;300.0
461;Departamento;Callao;3;2;1;100;2100.0;780.0;140.0
462;Local comercial;Pachacámac;0;2;0;240;7000.0;3203.0;1300.0
463;Departamento;Callao;3;2;3;180;5500.0;1200.0;318.0
464;Departamento;San Borja;3;0;0;80;2500.0;800.0;157.0
465;Casa en condominio;Ate;3;0;2;367;6000.0;510.0;423.0
466;Local comercial;Puente Piedra;0;16;0;1200;78000.0;23000.0;
467;Departamento;Jesús María;3;1;1;85;1900.0;450.0;112.0
468;Casa;Lurigancho;2;4;1;107;9500.0;;1091.0
469;Local comercial;Chorrillos;0;15;0;700;59500.0;21994.0;5586.0
470;Local comercial;Ate;0;0;0;10;6213.0;;
471;Departamento;Ate;5;4;3;171;9000.0;2000.0;3500.0
472;Departamento;Pachacámac;1;0;0;42;2200.0;619.0;202.0
473;Departamento;Santa Anita;2;1;0;62;1000.0;600.0;38.0
474;Habitación;Rímac;1;0;0;25;1950.0;360.0;58.0
475;Tienda/Salón;San Luis;0;0;0;15;600.0;;
476;Departamento;Rímac;4;3;4;260;13500.0;3100.0;
477;Casa;Jesús María;4;4;2;367;12000.0;;653.0
478;Local comercial;Pachacámac;0;0;0;594;9000.0;;727.0
479;Tienda/Salón;San Borja;0;0;0;310;30000.0;700.0;
480;Local comercial;Pachacámac;0;0;0;373;30000.0;6723.0;1492.0
481;Local comercial;Comas;0;5;0;200;25200.0;4680.0;
482;Departamento;Mi Perú;2;0;0;65;1400.0;415.0;21.0
483;Departamento;Pueblo Libre;4;3;1;180;11000.0;2530.0;812.0
484;Departamento;San Borja;1;0;0;43;1800.0;639.0;76.0
485;Departamento;Pueblo Libre;2;1;1;80;2200.0;2600.0;420.0
486;Local comercial;San Borja;0;0;0;25;1000.0;434.0;101.0
487;Departamento;Villa El Salvador;2;1;0;57;2800.0;832.0;98.0
488;Departamento;Lince;3;1;1;98;1800.0;950.0;
489;Departamento;Lurigancho;3;1;2;170;6000.0;860.0;540.0
490;Casa comercial;Chorrillos;3;0;0;280;13000.0;450.0;1387.0
491;Departamento;Rímac;4;2;2;207;15500.0;6000.0;934.0
492;Local comercial;Jesús María;0;1;0;23;1000.0;680.0;
493;Departamento;Ate;4;4;4;518;38000.0;5004.0;1747.0
494;Almacén;San Isidro;0;0;0;850;8500.0;;
495;Departamento;Comas;1;0;1;50;2400.0;897.0;26.0
496;Habitación;San Borja;1;0;0;35;1700.0;400.0;55.0
497;Tienda/Salón;Lurín;0;6;0;300;17500.0;310.0;14000.0
498;Departamento;Jesús María;3;2;1;150;2500.0;1012.0;
499;Tienda/Salón;Ate;0;1;0;49;2000.0;780.0;
500;Local comercial;Pachacámac;0;3;0;151;11025.0;3430.0;
501;Departamento;San Borja;2;0;0;65;2700.0;710.0;130.0
502;Departamento;Jesús María;4;3;2;300;4500.0;1500.0;580.0
503;Departamento;Jesús María;2;2;1;115;1900.0;661.0;
504;Casa de villa;Lince;3;1;0;100;2000.0;100.0;
505;Local comercial;Ate;0;7;0;300;15000.0;9360.0;
506;Departamento;Jesús María;3;3;1;110;1500.0;873.0;
507;Casa;Chorrillos;12;5;0;500;18000.0;;1800.0
508;Local comercial;Comas;0;0;0;45;5000.0;2200.0;243.0
509;Departamento;Ate;4;3;4;304;13000.0;3800.0;1350.0
510;Tienda/Salón;Callao;0;0;0;197;8000.0;;690.0
511;Local comercial;Jesús María;0;1;0;28;900.0;560.0;185.0
512;Casa en condominio;Ate;4;2;4;280;8500.0;750.0;620.0
513;Edificio completo;Ate;0;80;0;5500;480000.0;;
514;Departamento;San Miguel;3;1;0;88;2300.0;790.0;885.0
515;Departamento;Comas;3;1;1;145;7200.0;2900.0;500.0
516;Casa;Lurín;10;0;10;300;15000.0;;220.0
517;Departamento;Santiago de Surco;1;0;0;53;2800.0;770.0;
518;Departamento;Comas;3;1;1;116;5000.0;1600.0;316.0
519;Departamento;San Miguel;3;1;0;116;2000.0;790.0;194.0
520;Departamento;Ventanilla;3;0;0;82;1200.0;664.0;86.0
521;Habitación;La Punta;1;0;1;26;850.0;321.0;29.0
522;Departamento;Ate;3;2;1;130;4800.0;1700.0;433.0
523;Departamento;Callao;3;1;1;90;1700.0;595.0;
524;Departamento;Villa El Salvador;2;1;0;68;2000.0;536.0;148.0
525;Departamento;San Borja;1;0;0;60;2800.0;620.0;128.0
526;Tienda/Salón;Santa María del Mar;0;0;0;56;2200.0;;100.0
527;Departamento;San Luis;2;1;0;53;1100.0;450.0;150.0
528;Departamento;Ventanilla;2;0;0;64;950.0;180.0;
529;Departamento;Lurigancho;3;1;1;130;6400.0;1500.0;
530;Tienda/Salón;Ate;0;0;0;140;7200.0;315.0;1550.0
531;Departamento;Rímac;2;1;0;90;3500.0;1300.0;200.0
532;Departamento;Rímac;4;2;4;200;8500.0;2710.0;945.0
533;Local comercial;Pachacámac;0;0;0;208;5000.0;2670.0;530.0
534;Departamento;San Miguel;1;1;1;84;2000.0;718.0;120.0
535;Almacén;La Punta;0;0;0;2000;30000.0;;
536;Habitación;Carmen de La Legua;1;0;0;20;485.0;;
537;Departamento;Villa El Salvador;1;0;0;30;1490.0;315.0;55.0
538;Casa;Punta Hermosa;4;0;4;1200;25000.0;;
539;Local comercial;Callao;0;1;0;21;700.0;350.0;
540;Departamento;San Luis;2;0;0;79;1700.0;600.0;
541;Departamento;San Borja;1;1;0;150;3000.0;1200.0;390.0
542;Local comercial;Lince;0;1;0;25;990.0;570.0;
543;Local comercial;Villa El Salvador;0;0;0;15;850.0;622.0;165.0
544;Departamento;Ate;3;2;3;156;5500.0;2300.0;398.0
545;Local comercial;Chorrillos;0;3;0;90;5900.0;2220.0;
546;Tienda/Salón;Ate;0;1;0;65;2200.0;595.0;500.0
547;Departamento;Villa El Salvador;1;0;1;38;1450.0;690.0;55.0
548;Departamento;Chorrillos;2;0;0;115;2200.0;1045.0;190.0
549;Local comercial;Jesús María;0;2;0;25;800.0;364.0;172.0
550;Departamento;San Miguel;2;0;0;49;1800.0;180.0;
551;Terreno;Ventanilla;0;0;0;721;4000.0;;611.0
552;Departamento;Lince;2;1;1;80;1900.0;1350.0;100.0
553;Departamento;San Borja;2;0;0;120;3800.0;1000.0;197.0
554;Departamento;Ate;2;1;1;70;1800.0;681.0;120.0
555;Local comercial;Callao;0;1;0;21;800.0;306.0;56.0
556;Tienda/Salón;Pachacámac;0;0;0;42;1000.0;;
557;Departamento;Chaclacayo;3;1;0;98;2800.0;390.0;
558;Departamento;Ate;2;1;1;70;3240.0;950.0;
559;Departamento;Villa El Salvador;2;1;0;90;3200.0;980.0;
560;Local comercial;Callao;0;1;0;24;800.0;400.0;90.0
561;Departamento;Comas;2;0;0;99;3300.0;920.0;
562;Local comercial;Pachacámac;0;0;0;42;700.0;515.0;83.0
563;Departamento;San Borja;3;1;0;80;3100.0;700.0;1208.0
564;Departamento;San Borja;2;1;0;74;2600.0;1021.0;
565;Departamento;Breña;2;1;0;75;2900.0;926.0;90.0
566;Departamento;Ate;4;3;4;250;9500.0;2800.0;523.0
567;Tienda/Salón;Pachacámac;0;0;0;530;12000.0;7435.0;1750.0
568;Departamento;Jesús María;2;1;1;80;1600.0;770.0;108.0
569;Departamento;Jesús María;3;4;1;217;3300.0;947.0;547.0
570;Departamento;Comas;4;1;3;250;12000.0;2300.0;1037.0
571;Casa;Lince;2;1;2;100;1500.0;;30.0
572;Departamento;Punta Hermosa;3;2;1;140;4700.0;1620.0;515.0
573;Departamento;Ate;4;3;2;260;7500.0;3550.0;350.0
574;Departamento;Punta Hermosa;2;0;0;85;2100.0;700.0;95.0
575;Departamento;Los Olivos;2;1;0;69;1900.0;600.0;70.0
576;Departamento;Callao;1;1;0;49;1050.0;580.0;36.0
577;Departamento;La Punta;2;1;0;56;1900.0;607.0;89.0
578;Casa;Villa El Salvador;2;1;0;70;1900.0;580.0;25.0
579;Cochera;Pachacámac;0;1;0;0;100.0;;
580;Departamento;Comas;4;3;4;480;39000.0;9400.0;
581;Departamento;Ate;4;3;3;180;7000.0;1935.0;449.0
582;Departamento;San Borja;2;0;0;81;3000.0;770.0;159.0
583;Departamento;Ate;2;1;1;88;2400.0;1313.0;
584;Local comercial;Ate;0;4;0;125;7000.0;5000.0;1100.0
585;Departamento;Villa María del Triunfo;2;1;1;80;1100.0;650.0;
586;Casa en condominio;San Juan de Miraflores;2;0;1;100;1500.0;160.0;80.0
587;Departamento;Comas;3;3;3;169;9000.0;2300.0;886.0
588;Departamento;Villa El Salvador;4;2;2;423;12000.0;3795.0;1253.0
589;Local comercial;Rímac;0;0;0;120;20000.0;2400.0;
590;Departamento;Comas;2;0;0;67;900.0;320.0;
591;Local comercial;Ate;0;0;0;45;1100.0;1000.0;1.0
592;Local comercial;Callao;0;2;0;44;1500.0;949.0;52.0
593;Departamento;Rímac;3;1;0;74;3300.0;700.0;83.0
594;Departamento;San Borja;2;0;0;110;2800.0;800.0;120.0
595;Departamento;San Bartolo;1;0;0;31;1140.0;420.0;24.0
596;Local comercial;Ate;0;1;0;36;1600.0;780.0;80.0
597;Departamento;Jesús María;2;2;1;90;1500.0;720.0;199.0
598;Local comercial;Comas;0;0;0;32;1700.0;750.0;
599;Local comercial;Ate;0;3;0;108;5900.0;2424.0;
600;Casa;Pucusana;5;3;0;260;7000.0;;163.0
601;Departamento;Ate;2;1;0;70;2400.0;1800.0;150.0
602;Casa en condominio;Jesús María;4;3;4;198;4500.0;1160.0;3012.0
603;Departamento;Chorrillos;3;1;0;60;750.0;236.0;
604;Departamento;La Punta;1;0;0;48;1400.0;480.0;20.0
605;Departamento;San Borja;5;1;1;400;8500.0;2160.0;365.0
606;Departamento;Comas;2;1;0;45;3000.0;575.0;25.0
607;Departamento;La Punta;2;1;0;65;950.0;640.0;126.0
608;Departamento;Rímac;2;0;0;100;3800.0;900.0;195.0
609;Departamento;Mi Perú;3;2;1;90;2950.0;700.0;100.0
610;Local comercial;Lince;0;1;0;20;700.0;273.0;75.0
611;Local comercial;Lince;0;1;0;25;1000.0;550.0;
612;Departamento;San Martín de Porres;2;1;0;70;850.0;200.0;
613;Departamento;Mi Perú;1;0;0;30;800.0;283.0;187.0
614;Departamento;Chorrillos;2;1;1;63;1100.0;361.0;
615;Departamento;Ate;3;2;2;480;15000.0;2750.0;650.0
616;Departamento;Jesús María;2;2;1;72;1580.0;900.0;140.0
617;Departamento;Punta Hermosa;2;0;0;51;1900.0;450.0;25.0
618;Departamento;Chorrillos;1;0;0;17;1100.0;330.0;15.0
619;Departamento;Chorrillos;3;0;0;100;6050.0;1155.0;234.0
620;Departamento;Pueblo Libre;2;1;1;90;2700.0;1350.0;250.0
621;Departamento;Ate;2;1;0;83;950.0;;13.0
622;Departamento;Pueblo Libre;3;3;3;230;6000.0;4600.0;990.0
623;Departamento;La Punta;2;1;1;62;1700.0;500.0;67.0
624;Departamento;Rímac;2;2;1;113;3500.0;1365.0;387.0
625;Departamento;Villa El Salvador;1;0;0;49;1700.0;440.0;68.0
626;Local comercial;Ate;0;1;0;54;2500.0;1200.0;1800.0
627;Departamento;Santa Anita;1;0;0;53;900.0;484.0;37.0
628;Departamento;Ventanilla;2;1;0;63;1300.0;500.0;
629;Almacén;La Perla;0;12;0;3084;67855.0;19711.0;1676.0
630;Local comercial;Santa Anita;0;0;0;25;600.0;580.0;
631;Casa;Mi Perú;1;0;0;40;850.0;;
632;Habitación;San Borja;1;0;0;30;2600.0;500.0;
633;Habitación;San Borja;1;0;0;30;3200.0;400.0;50.0
634;Habitación;Pachacámac;1;0;1;15;750.0;;
635;Departamento;Pueblo Libre;3;3;1;250;11000.0;3500.0;889.0
636;Departamento;Breña;3;1;0;95;2300.0;1300.0;120.0
637;Departamento;Villa El Salvador;1;0;0;37;2300.0;485.0;56.0
638;Departamento;San Luis;1;1;0;45;700.0;356.0;126.0
639;Departamento;Ate;2;1;0;90;2000.0;980.0;1600.0
640;Tienda/Salón;San Borja;0;1;0;26;700.0;1004.0;170.0
641;Departamento;Ate;1;1;1;80;1700.0;980.0;250.0
642;Casa;Bellavista;1;0;0;35;400.0;;
643;Departamento;Ate;2;1;1;70;2200.0;1000.0;70.0
644;Departamento;Ate;4;3;1;190;5500.0;1600.0;435.0
645;Local comercial;San Martín de Porres;0;1;0;29;1000.0;638.0;
646;Tienda/Salón;San Borja;0;0;0;260;35000.0;750.0;1350.0
647;Local comercial;Ate;0;10;0;1100;66000.0;30000.0;23786.0
648;Tienda/Salón;Chorrillos;0;5;0;525;64698.0;;
649;Departamento;San Borja;3;1;0;140;3500.0;1250.0;
650;Departamento;San Miguel;1;1;1;87;1400.0;1057.0;162.0
651;Departamento;Ate;4;3;2;210;5300.0;2080.0;500.0
652;Casa en condominio;Pueblo Libre;2;1;0;70;800.0;200.0;
653;Local comercial;Pachacámac;100;39;0;1600;160000.0;;
654;Departamento;Santa Anita;1;0;0;50;1000.0;390.0;16.0
655;Local comercial;Pachacámac;0;0;0;570;19500.0;8800.0;
656;Departamento;Villa El Salvador;4;1;0;240;6000.0;2050.0;701.0
657;Departamento;Rímac;4;3;4;300;30000.0;4273.0;1557.0
658;Departamento;Comas;3;1;1;140;7200.0;2900.0;500.0
659;Casa en condominio;Lurigancho;4;4;1;380;12000.0;870.0;1290.0
660;Departamento;Lurigancho;2;1;1;86;4100.0;830.0;257.0
661;Departamento;Jesús María;4;3;4;203;6000.0;1200.0;420.0
662;Departamento;Rímac;3;1;0;110;6200.0;885.0;
663;Casa en condominio;Ate;4;4;3;280;11000.0;1200.0;1100.0
664;Casa comercial;Santa Rosa;0;1;0;100;2000.0;;
665;Departamento;San Miguel;2;1;0;60;1800.0;420.0;
666;Flat;Chorrillos;1;1;1;50;2500.0;836.0;189.0
667;Departamento;Ate;2;1;1;140;4500.0;910.0;420.0
668;Departamento;La Punta;1;0;1;30;1100.0;580.0;
669;Departamento;La Punta;2;1;0;52;700.0;420.0;35.0
670;Departamento;Jesús María;2;1;1;75;2300.0;1220.0;134.0
671;Departamento;Callao;2;1;0;55;1000.0;390.0;36.0
672;Departamento;Bellavista;2;1;0;70;800.0;250.0;14.0
673;Local comercial;Ate;0;1;0;45;500.0;1100.0;
674;Departamento;Pueblo Libre;2;1;0;77;2700.0;1050.0;302.0
675;Departamento;San Borja;3;1;1;194;7500.0;1710.0;4641.0
676;Departamento;Rímac;3;3;1;208;8000.0;1700.0;965.0
677;Habitación;San Borja;1;0;0;25;1200.0;318.0;
678;Local comercial;Pachacámac;0;0;0;50;1200.0;1350.0;230.0
679;Departamento;La Perla;3;1;2;220;7000.0;3200.0;450.0
680;Local comercial;Ate;0;14;0;350;21000.0;;
681;Departamento;Ate;3;2;1;204;4600.0;2321.0;489.0
682;Departamento;Ate;3;1;3;80;2800.0;1300.0;
683;Departamento;Rímac;4;2;2;205;15000.0;6000.0;772.0
684;Departamento;Ate;3;2;1;165;6500.0;1503.0;330.0
685;Local comercial;Pachacámac;0;0;0;576;28845.0;8942.0;2071.0
686;Almacén;Puente Piedra;0;100;0;5000;90000.0;;12506.0
687;Local comercial;San Borja;0;0;0;73;4000.0;1363.0;294.0
688;Local comercial;Pachacámac;0;0;0;34;900.0;479.0;114.0
689;Local comercial;Ate;0;1;0;49;1200.0;617.0;69.0
690;Departamento;Rímac;3;2;1;140;4500.0;2552.0;595.0
691;Departamento;Punta Hermosa;3;1;1;150;3200.0;1504.0;301.0
692;Departamento;Santa María del Mar;1;1;0;47;1200.0;290.0;49.0
693;Departamento;San Miguel;2;1;0;70;1850.0;748.0;48.0
694;Departamento;Rímac;2;1;1;82;5900.0;1128.0;300.0
695;Departamento;Mi Perú;2;0;0;70;1300.0;447.0;
696;Departamento;Jesús María;4;2;2;160;1900.0;830.0;
697;Departamento;Ate;4;4;4;330;20000.0;1800.0;10500.0
698;Casa;Jesús María;3;2;1;321;9000.0;1400.0;
699;Casa;San Luis;3;1;0;100;2100.0;250.0;
700;Departamento;Ate;3;2;1;140;4900.0;1600.0;3580.0
701;Local comercial;Pachacámac;0;0;0;55;900.0;1219.0;138.0
702;Local comercial;Santa Anita;0;0;0;30;530.0;270.0;
703;Local comercial;Ate;0;1;0;22;600.0;797.0;164.0
704;Departamento;Villa El Salvador;2;1;1;60;3400.0;978.0;130.0
705;Local comercial;Comas;0;0;0;30;2300.0;880.0;
706;Departamento;Jesús María;2;1;1;58;900.0;500.0;212.0
707;Tienda/Salón;Pachacámac;0;0;0;172;2500.0;;391.0
708;Departamento;San Miguel;3;1;1;106;2050.0;872.0;1008.0
709;Local comercial;Callao;0;1;0;24;400.0;600.0;53.0
710;Departamento;San Bartolo;1;0;0;55;2000.0;585.0;79.0
711;Casa;Lince;2;1;0;100;1300.0;;
712;Departamento;Comas;3;3;3;310;16000.0;3000.0;1100.0
713;Departamento;Ventanilla;2;1;1;79;1300.0;950.0;30.0
714;Local comercial;Rímac;0;8;0;408;90404.0;26000.0;
715;Almacén;San Miguel;0;0;0;1000;9800.0;;630.0
716;Departamento;Magdalena del Mar;2;0;0;92;1600.0;;99.0
717;Departamento;Ate;2;1;1;102;2500.0;1478.0;255.0
718;Almacén;Ancón;0;0;0;190;3600.0;;291.0
719;Departamento;San Borja;3;1;1;160;4000.0;1617.0;300.0
720;Casa comercial;San Borja;12;0;12;360;17000.0;;1150.0
721;Habitación;San Borja;1;0;0;38;1800.0;500.0;100.0
722;Departamento;San Borja;1;0;0;30;1200.0;650.0;54.0
723;Departamento;Comas;2;0;0;80;900.0;170.0;
724;Departamento;Comas;3;1;0;80;4000.0;1200.0;251.0
725;Departamento;Rímac;4;2;2;300;28000.0;3480.0;
726;Departamento;Callao;3;1;1;77;2000.0;580.0;80.0
727;Departamento;Mi Perú;2;0;0;70;1200.0;;27.0
728;Departamento;Lurigancho;3;2;2;145;4680.0;1296.0;317.0
729;Almacén;Lince;0;0;0;1599;30394.0;4399.0;1199.0
730;Departamento;Jesús María;3;2;1;185;2500.0;1355.0;2917.0
731;Departamento;Ate;1;1;1;68;2800.0;1250.0;219.0
732;Departamento;Lurigancho;2;2;1;83;3500.0;1630.0;196.0
733;Local comercial;Ate;0;0;0;125;3500.0;3100.0;775.0
734;Departamento;Rímac;3;2;1;180;9500.0;2804.0;950.0
735;Local comercial;Chorrillos;0;1;0;80;4500.0;2183.0;464.0
736;Tienda/Salón;Lince;0;0;0;240;2500.0;;
737;Departamento;San Borja;2;1;1;110;4000.0;1010.0;252.0
738;Local comercial;San Miguel;0;0;0;50;1200.0;1260.0;266.0
739;Departamento;Chorrillos;3;0;0;123;3200.0;421.0;182.0
740;Local comercial;Lince;0;1;0;25;700.0;484.0;112.0
741;Tienda/Salón;Jesús María;0;0;0;1200;58000.0;;4750.0
742;Departamento;Jesús María;3;3;1;180;1300.0;1635.0;320.0
743;Local comercial;Lince;0;1;0;40;1400.0;480.0;
744;Local comercial;Pachacámac;0;0;0;309;15000.0;5000.0;650.0
745;Departamento;Ate;3;2;3;120;2800.0;1280.0;360.0
746;Departamento;Rímac;2;3;1;168;9000.0;2124.0;563.0
747;Local comercial;Pachacámac;0;0;0;44;900.0;150.0;166.0
748;Edificio completo;San Borja;1;1;0;450;63000.0;13500.0;3825.0
749;Local comercial;Villa El Salvador;0;8;0;834;72435.0;16680.0;
750;Departamento;Chorrillos;1;0;1;50;600.0;;
751;Casa en condominio;Lince;2;2;0;100;1200.0;40.0;1.0
752;Departamento;Ate;1;0;0;71;2100.0;1200.0;220.0
753;Departamento;San Miguel;2;1;1;81;2350.0;849.0;80.0
754;Departamento;Lince;2;1;1;67;2000.0;636.0;75.0
755;Departamento;Jesús María;3;3;3;200;3900.0;800.0;310.0
756;Departamento;Rímac;3;1;0;90;1900.0;210.0;160.0
757;Departamento;Pueblo Libre;2;1;1;56;3500.0;1490.0;323.0
758;Departamento;Rímac;4;2;1;200;11500.0;3055.0;500.0
759;Departamento;Jesús María;2;1;1;65;1800.0;680.0;100.0
760;Casa;Ate;6;4;6;540;25000.0;2333.0;2900.0
761;Departamento;Jesús María;2;1;1;70;1500.0;737.0;142.0
762;Departamento;San Miguel;3;0;0;98;1700.0;390.0;93.0
763;Departamento;La Punta;2;0;0;66;700.0;900.0;46.0
764;Departamento;Comas;3;2;1;200;6300.0;2200.0;400.0
765;Departamento;La Punta;2;1;0;60;900.0;420.0;15.0
766;Local comercial;Pachacámac;0;1;0;182;8500.0;3200.0;
767;Departamento;Ate;3;2;1;129;2200.0;755.0;195.0
768;Departamento;Pucusana;2;0;0;65;1400.0;600.0;
769;Departamento;Rímac;4;2;2;230;17900.0;5000.0;1000.0
770;Departamento;La Perla;3;1;1;138;7900.0;1900.0;3418.0
771;Local comercial;Jesús María;0;0;0;25;800.0;400.0;104.0
772;Departamento;Punta Hermosa;3;2;1;150;6500.0;1800.0;
773;Local comercial;Lince;0;1;0;21;600.0;500.0;
774;Departamento;Lince;4;2;2;155;3000.0;1664.0;309.0
775;Departamento;Comas;3;1;0;130;8000.0;2000.0;480.0
776;Departamento;Chorrillos;3;1;1;123;4000.0;1188.0;221.0
777;Local comercial;Jesús María;0;1;0;22;800.0;470.0;170.0
778;Departamento;Comas;2;0;0;50;900.0;313.0;
779;Local comercial;Ate;0;1;0;35;1500.0;1200.0;200.0
780;Departamento;Chorrillos;1;0;0;38;1300.0;400.0;25.0
781;Flat;Ate;1;1;0;71;2700.0;1700.0;181.0
782;Departamento;San Miguel;2;1;0;88;1100.0;693.0;32.0
783;Departamento;San Borja;2;0;0;50;900.0;360.0;13.0
784;Departamento;Jesús María;3;1;1;80;1700.0;900.0;195.0
785;Local comercial;Pachacámac;0;0;0;30;500.0;490.0;85.0
786;Departamento;San Borja;1;0;0;36;1700.0;632.0;69.0
787;Departamento;Lince;2;1;0;70;750.0;330.0;
788;Local comercial;Pachacámac;0;0;0;106;3500.0;2112.0;480.0
789;Habitación;San Borja;1;0;0;30;1150.0;450.0;30.0
790;Departamento;San Miguel;2;0;1;80;1300.0;;82.0
791;Departamento;Callao;1;1;0;49;850.0;590.0;37.0
792;Local comercial;Ate;0;1;0;20;1100.0;700.0;
793;Tienda/Salón;Lince;0;0;0;25;450.0;;
794;Departamento;San Borja;1;0;0;37;2200.0;555.0;70.0
795;Departamento;Comas;3;1;1;126;6000.0;1667.0;590.0
796;Departamento;La Perla;2;1;0;63;3300.0;650.0;
797;Departamento;Ate;2;1;0;74;2100.0;750.0;
798;Local comercial;Pachacámac;0;0;0;31;800.0;546.0;127.0
799;Departamento;Ate;2;1;1;70;2300.0;1000.0;80.0
800;Departamento;Ate;4;3;4;292;16000.0;5000.0;1500.0
801;Departamento;Ate;4;2;1;330;9000.0;3100.0;1085.0
802;Departamento;Jesús María;2;1;1;65;1800.0;560.0;
803;Casa;Lince;2;0;0;70;1000.0;;
804;Casa;Ate;4;6;2;232;6500.0;1100.0;800.0
805;Departamento;Villa El Salvador;3;0;1;110;3800.0;659.0;146.0
806;Departamento;Chorrillos;3;1;1;102;5100.0;1300.0;342.0
807;Departamento;La Punta;1;0;0;28;1500.0;250.0;
808;Departamento;Ate;2;2;1;65;1600.0;1270.0;233.0
809;Departamento;Santa Rosa;2;1;0;69;1250.0;600.0;
810;Departamento;La Molina;2;1;0;48;1000.0;340.0;90.0
811;Departamento;Rímac;4;2;2;240;17900.0;5000.0;1000.0
812;Departamento;Punta Hermosa;4;2;1;350;10000.0;3000.0;403.0
813;Departamento;Ate;2;1;1;87;2300.0;1482.0;251.0
814;Departamento;Jesús María;2;1;1;70;1500.0;800.0;130.0
815;Departamento;Ate;3;1;1;75;1900.0;750.0;60.0
816;Departamento;Ate;2;1;1;80;3500.0;1100.0;140.0
817;Casa en condominio;Ate;5;6;5;1050;15000.0;2000.0;2000.0
818;Departamento;San Borja;3;0;2;130;4000.0;950.0;200.0
819;Local comercial;Pachacámac;0;3;0;134;11840.0;2898.0;861.0
820;Local comercial;Lince;0;0;0;30;1500.0;580.0;
821;Local comercial;Ate;0;0;0;5124;614000.0;;
822;Local comercial;Ate;0;1;0;46;1450.0;885.0;253.0
823;Departamento;Los Olivos;3;0;0;58;990.0;100.0;
824;Casa comercial;Lurigancho;0;0;0;80;6000.0;;1000.0
825;Departamento;Breña;2;1;0;72;2900.0;815.0;96.0
826;Departamento;Lince;2;1;2;68;1700.0;739.0;
827;Departamento;Punta Hermosa;4;2;1;230;5150.0;2225.0;350.0
828;Departamento;La Punta;2;1;1;61;1000.0;489.0;
829;Departamento;Santiago de Surco;3;1;1;220;16000.0;2757.0;544.0
830;Almacén;San Juan de Miraflores;0;14;0;590;15000.0;;
831;Tienda/Salón;San Luis;0;1;0;55;1800.0;925.0;525.0
832;Departamento;San Borja;3;1;0;290;8000.0;2032.0;7000.0
833;Almacén;Lince;0;0;0;400;7000.0;;
